Game_ID,avg_fora,data,N,name,Player_1,Player_2,current_score,modified_fora,standardized_Players
20846127,-13.0,2024-08-15T10:15:00Z,Men. Rocket Masters Cup,Diaryan Aleksandr - Gevorgyan Hayk,Diaryan Aleksandr,Gevorgyan Hayk,0:0 - 0:0 - 0:0 - 0:0 - 0:0,-13.0,Diaryan Aleksandr - Gevorgyan Hayk
