Game_ID,avarag_total,data,N,name,Player_1,Player_2,current_score,standardized_Players
20846127,54.5,2024-08-15T10:15:00Z,Men. Rocket Masters Cup,Diaryan Aleksandr - Gevorgyan Hayk,Diaryan Aleksandr,Gevorgyan Hayk,0:0 - 0:0 - 0:0 - 0:0 - 0:0,Diaryan Aleksandr - Gevorgyan Hayk
